cell_id,method,new_class_count,k_shot,receiver,seed,scenario,baseline_method,comparison_relation,old_acc_before_increment,baseline_old_acc_before_increment,delta_old_acc_before_increment,old_acc_after_increment,baseline_old_acc_after_increment,delta_old_acc_after_increment,seen_new_acc,baseline_seen_new_acc,delta_seen_new_acc,H_old_new,baseline_H_old_new,delta_H_old_new,candidate_average_forgetting,baseline_candidate_average_forgetting,delta_candidate_average_forgetting,min_old_class_acc,baseline_min_old_class_acc,delta_min_old_class_acc
rx_20_1__seed_713104__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,20-1,713104,leo_rain_weak,csil_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.0,0.8166666666666667,-0.8166666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8166666666666667,0.0,0.8166666666666667,0.0,0.4,-0.4
rx_20_1__seed_713104__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,20-1,713104,leo_clear_weak,csil_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.0,0.8166666666666667,-0.8166666666666667,0.45,0.0,0.45,0.0,0.0,0.0,0.8166666666666667,0.0,0.8166666666666667,0.0,0.4,-0.4
rx_20_1__seed_713104__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,20-1,713104,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.0,0.8166666666666667,-0.8166666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8166666666666667,0.0,0.8166666666666667,0.0,0.4,-0.4
rx_20_1__seed_713104__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,20-1,713104,leo_rain_weak,csil_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.0,0.8166666666666667,-0.8166666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8166666666666667,0.0,0.8166666666666667,0.0,0.4,-0.4
rx_20_1__seed_713104__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,20-1,713104,leo_clear_weak,csil_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0
rx_20_1__seed_713104__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,20-1,713104,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0
rx_20_1__seed_713104__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,20-1,713104,leo_rain_weak,csil_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.8166666666666667,0.8166666666666667,0.0,0.0,0.0,0.0
rx_20_1__seed_713104__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,20-1,713104,leo_clear_weak,csil_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.0,0.8166666666666667,-0.8166666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8166666666666667,0.0,0.8166666666666667,0.0,0.4,-0.4
rx_20_1__seed_713104__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,20-1,713104,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.0,0.8166666666666667,-0.8166666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8166666666666667,0.0,0.8166666666666667,0.0,0.4,-0.4
rx_20_1__seed_713104__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,20-1,713104,leo_rain_weak,csil_official_repo,strict_same_cell,0.8166666666666667,0.8166666666666667,0.0,0.0,0.8166666666666667,-0.8166666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8166666666666667,0.0,0.8166666666666667,0.0,0.4,-0.4
rx_20_1__seed_713105__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,20-1,713105,leo_clear_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,20-1,713105,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,20-1,713105,leo_rain_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,20-1,713105,leo_clear_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,20-1,713105,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,20-1,713105,leo_rain_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,20-1,713105,leo_clear_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,20-1,713105,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,20-1,713105,leo_rain_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,20-1,713105,leo_clear_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,20-1,713105,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,20-1,713105,leo_rain_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,1.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,20-1,713105,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.8666666666666667,0.8666666666666667,0.0,0.8666666666666667,0.8333333333333334,0.033333333333333326,0.008,0.012,-0.004,0.015853658536585366,0.02365930599369085,-0.007805647457105484,0.0,0.033333333333333326,-0.033333333333333326,0.6,0.6,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,20-1,713105,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.8666666666666667,0.8666666666666667,0.0,0.8583333333333333,0.8833333333333333,-0.025000000000000022,0.002,0.002,0.0,0.003990701278574196,0.003990963855421687,-2.6257684749078636e-07,0.008333333333333415,-0.016666666666666607,0.025000000000000022,0.6,0.6,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,20-1,713105,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.8666666666666667,0.8666666666666667,0.0,0.8666666666666667,0.8583333333333333,0.008333333333333415,0.006,0.002,0.004,0.011917494270435447,0.003990701278574196,0.007926792991861251,0.0,0.008333333333333415,-0.008333333333333415,0.6,0.6,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_cvs_adapter__k_10,mopc_hr_official_repo_cvs_adapter,25,10,20-1,713105,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.8666666666666667,0.8666666666666667,0.0,0.4666666666666667,0.48333333333333334,-0.016666666666666663,0.188,0.204,-0.015999999999999986,0.2680244399185336,0.28690591658583897,-0.018881476667305386,0.4,0.38333333333333336,0.016666666666666663,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_cvs_adapter__k_10,mopc_hr_official_repo_cvs_adapter,25,10,20-1,713105,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.8666666666666667,0.8666666666666667,0.0,0.4583333333333333,0.4583333333333333,0.0,0.132,0.14,-0.008000000000000007,0.20496894409937885,0.21448467966573814,-0.00951573556635929,0.4083333333333334,0.4083333333333334,0.0,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_cvs_adapter__k_10,mopc_hr_official_repo_cvs_adapter,25,10,20-1,713105,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.8666666666666667,0.8666666666666667,0.0,0.45,0.5,-0.04999999999999999,0.16,0.172,-0.011999999999999983,0.23606557377049184,0.25595238095238093,-0.019886807181889093,0.4166666666666667,0.3666666666666667,0.04999999999999999,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,20-1,713105,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.8666666666666667,0.8666666666666667,0.0,0.4,0.35833333333333334,0.041666666666666685,0.284,0.262,0.021999999999999964,0.3321637426900585,0.30268672756582476,0.02947701512423373,0.4666666666666667,0.5083333333333333,-0.04166666666666663,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,20-1,713105,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.8666666666666667,0.8666666666666667,0.0,0.35,0.3,0.04999999999999999,0.22,0.208,0.01200000000000001,0.27017543859649124,0.24566929133858267,0.02450614725790856,0.5166666666666667,0.5666666666666667,-0.04999999999999993,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,20-1,713105,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.8666666666666667,0.8666666666666667,0.0,0.36666666666666664,0.5,-0.13333333333333336,0.178,0.22,-0.04200000000000001,0.23965728274173803,0.3055555555555556,-0.06589827281381755,0.5,0.3666666666666667,0.1333333333333333,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,20-1,713105,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.8666666666666667,0.8666666666666667,0.0,0.43333333333333335,0.55,-0.1166666666666667,0.098,0.102,-0.00399999999999999,0.15984943538268506,0.17208588957055215,-0.01223645418786709,0.43333333333333335,0.31666666666666665,0.1166666666666667,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,20-1,713105,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.8666666666666667,0.8666666666666667,0.0,0.6166666666666667,0.6333333333333333,-0.016666666666666607,0.112,0.106,0.006000000000000005,0.18956999085086915,0.18160504959422902,0.007964941256640129,0.25,0.2333333333333334,0.016666666666666607,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,20-1,713105,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.8666666666666667,0.8666666666666667,0.0,0.5333333333333333,0.5166666666666667,0.016666666666666607,0.114,0.102,0.01200000000000001,0.1878475798146241,0.17036637931034482,0.017481200504279287,0.33333333333333337,0.35,-0.016666666666666607,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,20-1,713105,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8666666666666667,0.8666666666666667,0.0,0.36666666666666664,0.8333333333333334,-0.46666666666666673,0.062,0.012,0.05,0.10606531881804043,0.02365930599369085,0.08240601282434959,0.5,0.033333333333333326,0.4666666666666667,0.0,0.6,-0.6
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,20-1,713105,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8666666666666667,0.8666666666666667,0.0,0.39166666666666666,0.8833333333333333,-0.49166666666666664,0.048,0.002,0.046,0.08551933282789993,0.003990963855421687,0.08152836897247824,0.47500000000000003,-0.016666666666666607,0.49166666666666664,0.0,0.6,-0.6
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,20-1,713105,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8666666666666667,0.8666666666666667,0.0,0.35833333333333334,0.8583333333333333,-0.49999999999999994,0.058,0.002,0.056,0.09983987189751801,0.003990701278574196,0.09584917061894382,0.5083333333333333,0.008333333333333415,0.4999999999999999,0.0,0.6,-0.6
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,20-1,713105,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8666666666666667,0.8666666666666667,0.0,0.05,0.48333333333333334,-0.43333333333333335,0.136,0.204,-0.06799999999999998,0.07311827956989247,0.28690591658583897,-0.2137876370159465,0.8166666666666667,0.38333333333333336,0.4333333333333333,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,20-1,713105,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8666666666666667,0.8666666666666667,0.0,0.0,0.4583333333333333,-0.4583333333333333,0.108,0.14,-0.032000000000000015,0.0,0.21448467966573814,-0.21448467966573814,0.8666666666666667,0.4083333333333334,0.4583333333333333,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,20-1,713105,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8666666666666667,0.8666666666666667,0.0,0.08333333333333333,0.5,-0.4166666666666667,0.114,0.172,-0.05799999999999998,0.09628378378378379,0.25595238095238093,-0.15966859716859716,0.7833333333333333,0.3666666666666667,0.41666666666666663,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,20-1,713105,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8666666666666667,0.8666666666666667,0.0,0.0,0.35833333333333334,-0.35833333333333334,0.138,0.262,-0.124,0.0,0.30268672756582476,-0.30268672756582476,0.8666666666666667,0.5083333333333333,0.3583333333333334,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,20-1,713105,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8666666666666667,0.8666666666666667,0.0,0.008333333333333333,0.3,-0.29166666666666663,0.128,0.208,-0.07999999999999999,0.0156479217603912,0.24566929133858267,-0.23002136957819147,0.8583333333333334,0.5666666666666667,0.29166666666666674,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,20-1,713105,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8666666666666667,0.8666666666666667,0.0,0.0,0.5,-0.5,0.108,0.22,-0.112,0.0,0.3055555555555556,-0.3055555555555556,0.8666666666666667,0.3666666666666667,0.5,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,20-1,713105,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8666666666666667,0.8666666666666667,0.0,0.375,0.55,-0.17500000000000004,0.04,0.102,-0.06199999999999999,0.07228915662650602,0.17208588957055215,-0.09979673294404613,0.4916666666666667,0.31666666666666665,0.17500000000000004,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,20-1,713105,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8666666666666667,0.8666666666666667,0.0,0.36666666666666664,0.6333333333333333,-0.26666666666666666,0.066,0.106,-0.039999999999999994,0.11186440677966102,0.18160504959422902,-0.069740642814568,0.5,0.2333333333333334,0.2666666666666666,0.0,0.0,0.0
rx_20_1__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,20-1,713105,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.8666666666666667,0.8666666666666667,0.0,0.3333333333333333,0.5166666666666667,-0.1833333333333334,0.042,0.102,-0.05999999999999999,0.07460035523978686,0.17036637931034482,-0.09576602407055795,0.5333333333333334,0.35,0.18333333333333346,0.0,0.0,0.0
rx_20_1__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,20-1,713105,leo_clear_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.016666666666666666,0.8333333333333334,-0.8166666666666667,0.3333333333333333,0.0,0.3333333333333333,0.031746031746031744,0.0,0.031746031746031744,0.8166666666666667,0.0,0.8166666666666667,0.0,0.5,-0.5
rx_20_1__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,20-1,713105,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,20-1,713105,leo_rain_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,20-1,713105,leo_clear_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,20-1,713105,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,20-1,713105,leo_rain_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,20-1,713105,leo_clear_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0
rx_20_1__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,20-1,713105,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0
rx_20_1__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,20-1,713105,leo_rain_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0
rx_20_1__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,20-1,713105,leo_clear_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,20-1,713105,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_20_1__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,20-1,713105,leo_rain_weak,csil_official_repo,strict_same_cell,0.8333333333333334,0.8333333333333334,0.0,0.0,0.8333333333333334,-0.8333333333333334,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.5,-0.5
rx_3_19__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,3-19,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,1.0,0.0,1.0,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,3-19,713101,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,1.0,0.0,1.0,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,3-19,713101,leo_rain_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,1.0,0.0,1.0,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,3-19,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,1.0,0.0,1.0,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,3-19,713101,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,1.0,0.0,1.0,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
rx_3_19__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,3-19,713101,leo_rain_weak,csil_official_repo,strict_same_cell,0.725,0.725,0.0,0.0,0.725,-0.725,1.0,0.0,1.0,0.0,0.0,0.0,0.725,0.0,0.725,0.0,0.55,-0.55
